feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	YEAST-CENPK-LOWGROWTH
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2866	CENPK1137D_2866		hypothetical protein	YGL108C	CM001528.1	303836	304258	-	reference GFF: annotation.gff	YGL108C (CENPK1137D_2866) — hypothetical protein	92.49700140009428
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2867	CENPK1137D_2867		Rmd9p	YGL107C	CM001528.1	304520	306460	-	reference GFF: annotation.gff	YGL107C (CENPK1137D_2867) — Rmd9p	34.896784643491706
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2868	CENPK1137D_2868		Pde1p	YGL248W	CM001528.1	35315	36424	+	reference GFF: annotation.gff	YGL248W (CENPK1137D_2868) — Pde1p	57.86371555182879
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2869	CENPK1137D_2869		Mlc1p	YGL106W	CM001528.1	306747	307196	+	reference GFF: annotation.gff	YGL106W (CENPK1137D_2869) — Mlc1p	241.5199481002461
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2870	CENPK1137D_2870		Arc1p	YGL105W	CM001528.1	307618	308748	+	reference GFF: annotation.gff	YGL105W (CENPK1137D_2870) — Arc1p	257.7838480878301
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2871	CENPK1137D_2871		Vps73p	YGL104C	CM001528.1	308894	310354	-	reference GFF: annotation.gff	YGL104C (CENPK1137D_2871) — Vps73p	36.37917215208052
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2872	CENPK1137D_2872		Rpl28p	YGL103W	CM001528.1	311148	312108	+	reference GFF: annotation.gff	YGL103W (CENPK1137D_2872) — Rpl28p	850.9096946294396
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2873	CENPK1137D_2873		hypothetical protein	YGL101W	CM001528.1	312374	313021	+	reference GFF: annotation.gff	YGL101W (CENPK1137D_2873) — hypothetical protein	53.67109957783247
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2874	CENPK1137D_2874		Seh1p	YGL100W	CM001528.1	313415	314464	+	reference GFF: annotation.gff	YGL100W (CENPK1137D_2874) — Seh1p	93.62515223130279
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2875	CENPK1137D_2875		Lsg1p	YGL099W	CM001528.1	314812	316734	+	reference GFF: annotation.gff	YGL099W (CENPK1137D_2875) — Lsg1p	24.284477696356085
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2876	CENPK1137D_2876		Use1p	YGL098W	CM001528.1	317523	318260	+	reference GFF: annotation.gff	YGL098W (CENPK1137D_2876) — Use1p	64.60801129353555
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2877	CENPK1137D_2877		Srm1p	YGL097W	CM001528.1	321963	323411	+	reference GFF: annotation.gff	YGL097W (CENPK1137D_2877) — Srm1p	34.64802300937211
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2878	CENPK1137D_2878		Tos8p	YGL096W	CM001528.1	325523	326353	+	reference GFF: annotation.gff	YGL096W (CENPK1137D_2878) — Tos8p	87.58508424178018
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2879	CENPK1137D_2879		Brr6p	YGL247W	CM001528.1	36595	37188	+	reference GFF: annotation.gff	YGL247W (CENPK1137D_2879) — Brr6p	49.34278509574921
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2880	CENPK1137D_2880		Vps45p	YGL095C	CM001528.1	329061	330794	-	reference GFF: annotation.gff	YGL095C (CENPK1137D_2880) — Vps45p	38.82003853826927
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2881	CENPK1137D_2881		Pan2p	YGL094C	CM001528.1	331305	334652	-	reference GFF: annotation.gff	YGL094C (CENPK1137D_2881) — Pan2p	17.13174796618118
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2882	CENPK1137D_2882		Spc105p	YGL093W	CM001528.1	335073	337826	+	reference GFF: annotation.gff	YGL093W (CENPK1137D_2882) — Spc105p	26.07172958619566
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2883	CENPK1137D_2883		Nup145p	YGL092W	CM001528.1	338093	342046	+	reference GFF: annotation.gff	YGL092W (CENPK1137D_2883) — Nup145p	19.577905627001204
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2884	CENPK1137D_2884		Nbp35p	YGL091C	CM001528.1	342243	343229	-	reference GFF: annotation.gff	YGL091C (CENPK1137D_2884) — Nbp35p	74.16810250514472
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2885	CENPK1137D_2885		Lif1p	YGL090W	CM001528.1	343506	344771	+	reference GFF: annotation.gff	YGL090W (CENPK1137D_2885) — Lif1p	27.80377937922112
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2886	CENPK1137D_2886		Mf(alpha)2p	YGL089C	CM001528.1	344978	345340	-	reference GFF: annotation.gff	YGL089C (CENPK1137D_2886) — Mf(alpha)2p	9.271893502115555
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2887	CENPK1137D_2887		Mms2p	YGL087C	CM001528.1	346593	347091	-	reference GFF: annotation.gff	YGL087C (CENPK1137D_2887) — Mms2p	214.43111818532424
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2888	CENPK1137D_2888		Mad1p	YGL086W	CM001528.1	347306	349555	+	reference GFF: annotation.gff	YGL086W (CENPK1137D_2888) — Mad1p	28.483771943693544
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2889	CENPK1137D_2889		Lcl3p	YGL085W	CM001528.1	349805	350629	+	reference GFF: annotation.gff	YGL085W (CENPK1137D_2889) — Lcl3p	46.74579640649926
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2890	CENPK1137D_2890		Rai1p	YGL246C	CM001528.1	37279	38442	-	reference GFF: annotation.gff	YGL246C (CENPK1137D_2890) — Rai1p	29.99923532272761
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2891	CENPK1137D_2891		Gup1p	YGL084C	CM001528.1	350805	352487	-	reference GFF: annotation.gff	YGL084C (CENPK1137D_2891) — Gup1p	57.41150396448838
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2892	CENPK1137D_2892		Scy1p	YGL083W	CM001528.1	353247	355661	+	reference GFF: annotation.gff	YGL083W (CENPK1137D_2892) — Scy1p	11.49772383662963
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2893	CENPK1137D_2893		hypothetical protein	YGL082W	CM001528.1	356016	357161	+	reference GFF: annotation.gff	YGL082W (CENPK1137D_2893) — hypothetical protein	72.07663372625146
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2894	CENPK1137D_2894		hypothetical protein	YGL081W	CM001528.1	357566	358528	+	reference GFF: annotation.gff	YGL081W (CENPK1137D_2894) — hypothetical protein	38.59076650380779
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2895	CENPK1137D_2895		Fmp37p	YGL080W	CM001528.1	358825	359217	+	reference GFF: annotation.gff	YGL080W (CENPK1137D_2895) — Fmp37p	292.6072752162548
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2896	CENPK1137D_2896		Kxd1p	YGL079W	CM001528.1	359633	360289	+	reference GFF: annotation.gff	YGL079W (CENPK1137D_2896) — Kxd1p	54.856939161964874
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2897	CENPK1137D_2897		Dbp3p	YGL078C	CM001528.1	360477	362048	-	reference GFF: annotation.gff	YGL078C (CENPK1137D_2897) — Dbp3p	59.68117899990075
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2898	CENPK1137D_2898		Hnm1p	YGL077C	CM001528.1	362414	364105	-	reference GFF: annotation.gff	YGL077C (CENPK1137D_2898) — Hnm1p	85.86639198073267
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2899	CENPK1137D_2899		Rpl7ap	YGL076C	CM001528.1	364524	366185	-	reference GFF: annotation.gff	YGL076C (CENPK1137D_2899) — Rpl7ap	285.28436398984473
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2900	CENPK1137D_2900		Mps2p	YGL075C	CM001528.1	367112	368275	-	reference GFF: annotation.gff	YGL075C (CENPK1137D_2900) — Mps2p	18.674222791256145
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2901	CENPK1137D_2901		Gus1p	YGL245W	CM001528.1	38685	40811	+	reference GFF: annotation.gff	YGL245W (CENPK1137D_2901) — Gus1p	113.66678844119141
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2902	CENPK1137D_2902		Hsf1p	YGL073W	CM001528.1	368940	371441	+	reference GFF: annotation.gff	YGL073W (CENPK1137D_2902) — Hsf1p	53.86416108710525
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2903	CENPK1137D_2903		Aft1p	YGL071W	CM001528.1	372199	374271	+	reference GFF: annotation.gff	YGL071W (CENPK1137D_2903) — Aft1p	19.347753650157433
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2904	CENPK1137D_2904		Rpb9p	YGL070C	CM001528.1	374646	375014	-	reference GFF: annotation.gff	YGL070C (CENPK1137D_2904) — Rpb9p	60.80754004097463
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2905	CENPK1137D_2905		Mnp1p	YGL068W	CM001528.1	375274	375858	+	reference GFF: annotation.gff	YGL068W (CENPK1137D_2905) — Mnp1p	206.1609482543044
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2906	CENPK1137D_2906		Npy1p	YGL067W	CM001528.1	376288	377442	+	reference GFF: annotation.gff	YGL067W (CENPK1137D_2906) — Npy1p	32.41851335203974
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2907	CENPK1137D_2907		Sgf73p	YGL066W	CM001528.1	377796	379769	+	reference GFF: annotation.gff	YGL066W (CENPK1137D_2907) — Sgf73p	44.33036011801753
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2908	CENPK1137D_2908		Alg2p	YGL065C	CM001528.1	379947	381458	-	reference GFF: annotation.gff	YGL065C (CENPK1137D_2908) — Alg2p	29.77262033032988
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2909	CENPK1137D_2909		Mrh4p	YGL064C	CM001528.1	381710	383395	-	reference GFF: annotation.gff	YGL064C (CENPK1137D_2909) — Mrh4p	14.472897819805818
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2910	CENPK1137D_2910		Pus2p	YGL063W	CM001528.1	383841	384953	+	reference GFF: annotation.gff	YGL063W (CENPK1137D_2910) — Pus2p	25.95588695347398
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2911	CENPK1137D_2911		Pyc1p	YGL062W	CM001528.1	385383	388919	+	reference GFF: annotation.gff	YGL062W (CENPK1137D_2911) — Pyc1p	204.30965978175627
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2912	CENPK1137D_2912		Rtf1p	YGL244W	CM001528.1	41160	42836	+	reference GFF: annotation.gff	YGL244W (CENPK1137D_2912) — Rtf1p	71.83298589120368
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2913	CENPK1137D_2913		Duo1p	YGL061C	CM001528.1	389155	389898	-	reference GFF: annotation.gff	YGL061C (CENPK1137D_2913) — Duo1p	39.58313405389049
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2914	CENPK1137D_2914		Ybp2p	YGL060W	CM001528.1	390159	392177	+	reference GFF: annotation.gff	YGL060W (CENPK1137D_2914) — Ybp2p	18.96226213814903
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2915	CENPK1137D_2915		Pkp2p	YGL059W	CM001528.1	392410	393885	+	reference GFF: annotation.gff	YGL059W (CENPK1137D_2915) — Pkp2p	51.30636190957235
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2916	CENPK1137D_2916		Rad6p	YGL058W	CM001528.1	394173	394691	+	reference GFF: annotation.gff	YGL058W (CENPK1137D_2916) — Rad6p	116.99959447407036
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2917	CENPK1137D_2917		Gep7p	YGL057C	CM001528.1	395153	396016	-	reference GFF: annotation.gff	YGL057C (CENPK1137D_2917) — Gep7p	43.4995605449368
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2918	CENPK1137D_2918		Sds23p	YGL056C	CM001528.1	396222	397805	-	reference GFF: annotation.gff	YGL056C (CENPK1137D_2918) — Sds23p	115.09381690994134
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2919	CENPK1137D_2919		Ole1p	YGL055W	CM001528.1	398808	400340	+	reference GFF: annotation.gff	YGL055W (CENPK1137D_2919) — Ole1p	1503.2752883522548
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2920	CENPK1137D_2920		Erv14p	YGL054C	CM001528.1	401045	401461	-	reference GFF: annotation.gff	YGL054C (CENPK1137D_2920) — Erv14p	342.01780536266
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2921	CENPK1137D_2921		Tyw3p	YGL050W	CM001528.1	405618	406439	+	reference GFF: annotation.gff	YGL050W (CENPK1137D_2921) — Tyw3p	35.997675334931905
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2922	CENPK1137D_2922		Tif4632p	YGL049C	CM001528.1	406702	409446	-	reference GFF: annotation.gff	YGL049C (CENPK1137D_2922) — Tif4632p	22.63211782303734
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2923	CENPK1137D_2923		Tad1p	YGL243W	CM001528.1	43015	44169	+	reference GFF: annotation.gff	YGL243W (CENPK1137D_2923) — Tad1p	35.3325370241332
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2924	CENPK1137D_2924		Rpt6p	YGL048C	CM001528.1	409911	411128	-	reference GFF: annotation.gff	YGL048C (CENPK1137D_2924) — Rpt6p	268.2702109042937
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2925	CENPK1137D_2925		Alg13p	YGL047W	CM001528.1	411394	412002	+	reference GFF: annotation.gff	YGL047W (CENPK1137D_2925) — Alg13p	68.85218288444963
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2926	CENPK1137D_2926		Rim8p	YGL045W	CM001528.1	413943	415571	+	reference GFF: annotation.gff	YGL045W (CENPK1137D_2926) — Rim8p	38.825698304477285
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2927	CENPK1137D_2927		Rna15p	YGL044C	CM001528.1	415987	416877	-	reference GFF: annotation.gff	YGL044C (CENPK1137D_2927) — Rna15p	68.62345869775648
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2928	CENPK1137D_2928		Dst1p	YGL043W	CM001528.1	417324	418253	+	reference GFF: annotation.gff	YGL043W (CENPK1137D_2928) — Dst1p	76.75358184163908
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2929	CENPK1137D_2929		hypothetical protein	YGL041W-A	CM001528.1	418666	419130	+	reference GFF: annotation.gff	YGL041W-A (CENPK1137D_2929) — hypothetical protein	94.99952172933718
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2930	CENPK1137D_2930		Hem2p	YGL040C	CM001528.1	419368	420396	-	reference GFF: annotation.gff	YGL040C (CENPK1137D_2930) — Hem2p	123.47431937110298
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2931	CENPK1137D_2931		hypothetical protein	YGL039W	CM001528.1	423802	424848	+	reference GFF: annotation.gff	YGL039W (CENPK1137D_2931) — hypothetical protein	24.24352191855692
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2932	CENPK1137D_2932		Och1p	YGL038C	CM001528.1	425203	426645	-	reference GFF: annotation.gff	YGL038C (CENPK1137D_2932) — Och1p	66.47427181298438
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2933	CENPK1137D_2933		Pnc1p	YGL037C	CM001528.1	427138	427788	-	reference GFF: annotation.gff	YGL037C (CENPK1137D_2933) — Pnc1p	1000.8339636156476
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2934	CENPK1137D_2934		hypothetical protein	YGL262W	CM001528.1	5144	5671	+	reference GFF: annotation.gff	YGL262W (CENPK1137D_2934) — hypothetical protein	9.827241290002684
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2935	CENPK1137D_2935		hypothetical protein	YGL242C	CM001528.1	44314	44859	-	reference GFF: annotation.gff	YGL242C (CENPK1137D_2935) — hypothetical protein	125.8540672482672
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2936	CENPK1137D_2936		hypothetical protein	YGL036W	CM001528.1	428441	431170	+	reference GFF: annotation.gff	YGL036W (CENPK1137D_2936) — hypothetical protein	35.59872187879558
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2937	CENPK1137D_2937		Mig1p	YGL035C	CM001528.1	431388	432902	-	reference GFF: annotation.gff	YGL035C (CENPK1137D_2937) — Mig1p	107.09878503429631
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2938	CENPK1137D_2938		Hop2p	YGL033W	CM001528.1	435464	436190	+	reference GFF: annotation.gff	YGL033W (CENPK1137D_2938) — Hop2p	11.959722326834747
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2939	CENPK1137D_2939		Aga2p	YGL032C	CM001528.1	436409	436672	-	reference GFF: annotation.gff	YGL032C (CENPK1137D_2939) — Aga2p	437.1794368471464
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2940	CENPK1137D_2940		Rpl24ap	YGL031C	CM001528.1	437306	437773	-	reference GFF: annotation.gff	YGL031C (CENPK1137D_2940) — Rpl24ap	909.4454621392641
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2941	CENPK1137D_2941		Rpl30p	YGL030W	CM001528.1	439339	439476	+	reference GFF: annotation.gff	YGL030W (CENPK1137D_2941) — Rpl30p	2128.966162426433
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2942	CENPK1137D_2942		Cgr1p	YGL029W	CM001528.1	439901	440263	+	reference GFF: annotation.gff	YGL029W (CENPK1137D_2942) — Cgr1p	103.53614410695702
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2943	CENPK1137D_2943		Scw11p	YGL028C	CM001528.1	441118	442746	-	reference GFF: annotation.gff	YGL028C (CENPK1137D_2943) — Scw11p	37.7926420303005
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2944	CENPK1137D_2944		Cwh41p	YGL027C	CM001528.1	443479	445980	-	reference GFF: annotation.gff	YGL027C (CENPK1137D_2944) — Cwh41p	39.29113103232131
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2945	CENPK1137D_2945		Trp5p	YGL026C	CM001528.1	446249	448372	-	reference GFF: annotation.gff	YGL026C (CENPK1137D_2945) — Trp5p	118.38306914809768
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2946	CENPK1137D_2946		Kap114p	YGL241W	CM001528.1	45106	48120	+	reference GFF: annotation.gff	YGL241W (CENPK1137D_2946) — Kap114p	17.86108041800568
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2947	CENPK1137D_2947		Pgd1p	YGL025C	CM001528.1	448601	449896	-	reference GFF: annotation.gff	YGL025C (CENPK1137D_2947) — Pgd1p	45.77192564803051
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2948	CENPK1137D_2948		Pib2p	YGL023C	CM001528.1	450034	451941	-	reference GFF: annotation.gff	YGL023C (CENPK1137D_2948) — Pib2p	68.20770293275362
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2949	CENPK1137D_2949		Stt3p	YGL022W	CM001528.1	452241	454397	+	reference GFF: annotation.gff	YGL022W (CENPK1137D_2949) — Stt3p	101.22837970086138
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2950	CENPK1137D_2950		Alk1p	YGL021W	CM001528.1	454622	456904	+	reference GFF: annotation.gff	YGL021W (CENPK1137D_2950) — Alk1p	23.895026021193445
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2951	CENPK1137D_2951		Get1p	YGL020C	CM001528.1	457000	457707	-	reference GFF: annotation.gff	YGL020C (CENPK1137D_2951) — Get1p	109.33762549316775
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2952	CENPK1137D_2952		Ckb1p	YGL019W	CM001528.1	457993	458829	+	reference GFF: annotation.gff	YGL019W (CENPK1137D_2952) — Ckb1p	157.15970261396524
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2953	CENPK1137D_2953		Jac1p	YGL018C	CM001528.1	458947	459501	-	reference GFF: annotation.gff	YGL018C (CENPK1137D_2953) — Jac1p	74.54059426982313
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2954	CENPK1137D_2954		Ate1p	YGL017W	CM001528.1	459691	461202	+	reference GFF: annotation.gff	YGL017W (CENPK1137D_2954) — Ate1p	21.888904666535364
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2955	CENPK1137D_2955		Kap122p	YGL016W	CM001528.1	461503	464748	+	reference GFF: annotation.gff	YGL016W (CENPK1137D_2955) — Kap122p	11.794456949144449
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2956	CENPK1137D_2956		hypothetical protein	YGL015C	CM001528.1	464880	465272	-	reference GFF: annotation.gff	YGL015C (CENPK1137D_2956) — hypothetical protein	2.497866983553395
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2957	CENPK1137D_2957		Doc1p	YGL240W	CM001528.1	48274	49026	+	reference GFF: annotation.gff	YGL240W (CENPK1137D_2957) — Doc1p	13.036676288665129
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2958	CENPK1137D_2958		Puf4p	YGL014W	CM001528.1	465977	468643	+	reference GFF: annotation.gff	YGL014W (CENPK1137D_2958) — Puf4p	42.53920055439584
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2959	CENPK1137D_2959		Pdr1p	YGL013C	CM001528.1	468928	472119	-	reference GFF: annotation.gff	YGL013C (CENPK1137D_2959) — Pdr1p	34.18066692129362
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2960	CENPK1137D_2960		Erg4p	YGL012W	CM001528.1	472676	474097	+	reference GFF: annotation.gff	YGL012W (CENPK1137D_2960) — Erg4p	72.38695055352416
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2961	CENPK1137D_2961		Scl1p	YGL011C	CM001528.1	474310	475068	-	reference GFF: annotation.gff	YGL011C (CENPK1137D_2961) — Scl1p	428.8418713813627
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2962	CENPK1137D_2962		hypothetical protein	YGL010W	CM001528.1	475366	475890	+	reference GFF: annotation.gff	YGL010W (CENPK1137D_2962) — hypothetical protein	197.66793909033967
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2963	CENPK1137D_2963		Leu1p	YGL009C	CM001528.1	476134	478473	-	reference GFF: annotation.gff	YGL009C (CENPK1137D_2963) — Leu1p	199.62852285903722
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2964	CENPK1137D_2964		Pma1p	YGL008C	CM001528.1	479731	482487	-	reference GFF: annotation.gff	YGL008C (CENPK1137D_2964) — Pma1p	494.4677767873549
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2965	CENPK1137D_2965		Pmc1p	YGL006W	CM001528.1	485738	489259	+	reference GFF: annotation.gff	YGL006W (CENPK1137D_2965) — Pmc1p	55.06766305808216
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2966	CENPK1137D_2966		Cog7p	YGL005C	CM001528.1	489525	490364	-	reference GFF: annotation.gff	YGL005C (CENPK1137D_2966) — Cog7p	121.03822283825698
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2967	CENPK1137D_2967		Rpn14p	YGL004C	CM001528.1	490520	491773	-	reference GFF: annotation.gff	YGL004C (CENPK1137D_2967) — Rpn14p	40.818697819072305
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2968	CENPK1137D_2968		Cse1p	YGL238W	CM001528.1	49212	52094	+	reference GFF: annotation.gff	YGL238W (CENPK1137D_2968) — Cse1p	38.03872298635007
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2969	CENPK1137D_2969		Cdh1p	YGL003C	CM001528.1	492291	493991	-	reference GFF: annotation.gff	YGL003C (CENPK1137D_2969) — Cdh1p	35.86317713726133
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2970	CENPK1137D_2970		Erp6p	YGL002W	CM001528.1	494334	494984	+	reference GFF: annotation.gff	YGL002W (CENPK1137D_2970) — Erp6p	90.04489814708151
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2971	CENPK1137D_2971		Erg26p	YGL001C	CM001528.1	495270	496319	-	reference GFF: annotation.gff	YGL001C (CENPK1137D_2971) — Erg26p	75.46107134192022
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2972	CENPK1137D_2972		hypothetical protein	YGR001C	CM001528.1	496951	497852	-	reference GFF: annotation.gff	YGR001C (CENPK1137D_2972) — hypothetical protein	72.9172234411801
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2973	CENPK1137D_2973		Swc4p	YGR002C	CM001528.1	498294	499724	-	reference GFF: annotation.gff	YGR002C (CENPK1137D_2973) — Swc4p	37.53383652765034
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2974	CENPK1137D_2974		Cul3p	YGR003W	CM001528.1	499950	502184	+	reference GFF: annotation.gff	YGR003W (CENPK1137D_2974) — Cul3p	25.28665228432107
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2975	CENPK1137D_2975		Pex31p	YGR004W	CM001528.1	502756	504144	+	reference GFF: annotation.gff	YGR004W (CENPK1137D_2975) — Pex31p	19.182940210010496
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2976	CENPK1137D_2976		Tfg2p	YGR005C	CM001528.1	504475	505677	-	reference GFF: annotation.gff	YGR005C (CENPK1137D_2976) — Tfg2p	111.67698991876878
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2977	CENPK1137D_2977		Prp18p	YGR006W	CM001528.1	505888	506643	+	reference GFF: annotation.gff	YGR006W (CENPK1137D_2977) — Prp18p	23.55839739533891
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2978	CENPK1137D_2978		Ect1p	YGR007W	CM001528.1	506787	507758	+	reference GFF: annotation.gff	YGR007W (CENPK1137D_2978) — Ect1p	77.0439977810821
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2979	CENPK1137D_2979		Hap2p	YGL237C	CM001528.1	52387	53205	-	reference GFF: annotation.gff	YGL237C (CENPK1137D_2979) — Hap2p	60.78665833079573
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2980	CENPK1137D_2980		Stf2p	YGR008C	CM001528.1	507928	508182	-	reference GFF: annotation.gff	YGR008C (CENPK1137D_2980) — Stf2p	2574.3185056332113
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2981	CENPK1137D_2981		Sec9p	YGR009C	CM001528.1	508865	510820	-	reference GFF: annotation.gff	YGR009C (CENPK1137D_2981) — Sec9p	55.922885271578856
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_2982	CENPK1137D_2982		Nma2p	YGR010W	CM001528.1	511363	512550	+	reference GFF: annotation.gff	YGR010W (CENPK1137D_2982) — Nma2p	57.25179610391954
