feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS13520	EW036_RS13520	hexR	DNA-binding transcriptional regulator HexR		NZ_LR130545.1	2694936	2695805	+	reference GFF: annotation.gff	hexR (EW036_RS13520) — DNA-binding transcriptional regulator HexR	32.141312250437814
RNA:GENE:EC_B36_GCF900622635:EW036_RS13525	EW036_RS13525	pyk	pyruvate kinase		NZ_LR130545.1	2695933	2697375	+	reference GFF: annotation.gff	pyk (EW036_RS13525) — pyruvate kinase	148.034519782596
RNA:GENE:EC_B36_GCF900622635:EW036_RS13530	EW036_RS13530	lpxM	lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase		NZ_LR130545.1	2697507	2698478	-	reference GFF: annotation.gff	lpxM (EW036_RS13530) — lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase	67.62070656735867
RNA:GENE:EC_B36_GCF900622635:EW036_RS13535	EW036_RS13535	mepM	murein DD-endopeptidase MepM		NZ_LR130545.1	2698597	2699919	-	reference GFF: annotation.gff	mepM (EW036_RS13535) — murein DD-endopeptidase MepM	350.2694494318874
RNA:GENE:EC_B36_GCF900622635:EW036_RS13540	EW036_RS13540	znuA	zinc ABC transporter substrate-binding protein ZnuA		NZ_LR130545.1	2699935	2700867	-	reference GFF: annotation.gff	znuA (EW036_RS13540) — zinc ABC transporter substrate-binding protein ZnuA	212.8352870355424
RNA:GENE:EC_B36_GCF900622635:EW036_RS13545	EW036_RS13545	znuC	zinc ABC transporter ATP-binding protein ZnuC		NZ_LR130545.1	2700946	2701701	+	reference GFF: annotation.gff	znuC (EW036_RS13545) — zinc ABC transporter ATP-binding protein ZnuC	107.15085645917924
RNA:GENE:EC_B36_GCF900622635:EW036_RS13550	EW036_RS13550	znuB	zinc ABC transporter permease subunit ZnuB		NZ_LR130545.1	2701698	2702483	+	reference GFF: annotation.gff	znuB (EW036_RS13550) — zinc ABC transporter permease subunit ZnuB	33.92581652309728
RNA:GENE:EC_B36_GCF900622635:EW036_RS13555	EW036_RS13555		IS3-like element IS1397 family transposase		NZ_LR130545.1	2702677	2704025	-	reference GFF: annotation.gff	EW036_RS13555 — IS3-like element IS1397 family transposase	35.18883321740977
RNA:GENE:EC_B36_GCF900622635:EW036_RS13560	EW036_RS13560	ruvB	Holliday junction branch migration DNA helicase RuvB		NZ_LR130545.1	2704135	2705145	-	reference GFF: annotation.gff	ruvB (EW036_RS13560) — Holliday junction branch migration DNA helicase RuvB	68.81407527610637
RNA:GENE:EC_B36_GCF900622635:EW036_RS13565	EW036_RS13565	ruvA	Holliday junction branch migration protein RuvA		NZ_LR130545.1	2705154	2705765	-	reference GFF: annotation.gff	ruvA (EW036_RS13565) — Holliday junction branch migration protein RuvA	72.85450738526569
RNA:GENE:EC_B36_GCF900622635:EW036_RS13570	EW036_RS13570	yobI	stress response small protein YobI		NZ_LR130545.1	2705904	2705969	-	reference GFF: annotation.gff	yobI (EW036_RS13570) — stress response small protein YobI	1.4559482275268611
RNA:GENE:EC_B36_GCF900622635:EW036_RS13575	EW036_RS13575	yebB	YebB family permuted papain-like enzyme		NZ_LR130545.1	2706040	2706642	+	reference GFF: annotation.gff	yebB (EW036_RS13575) — YebB family permuted papain-like enzyme	16.97157560743998
RNA:GENE:EC_B36_GCF900622635:EW036_RS13580	EW036_RS13580	ruvC	crossover junction endodeoxyribonuclease RuvC		NZ_LR130545.1	2706644	2707165	-	reference GFF: annotation.gff	ruvC (EW036_RS13580) — crossover junction endodeoxyribonuclease RuvC	38.565892992363814
RNA:GENE:EC_B36_GCF900622635:EW036_RS13585	EW036_RS13585	yebC	YebC/PmpR family DNA-binding transcriptional regulator		NZ_LR130545.1	2707200	2707940	-	reference GFF: annotation.gff	yebC (EW036_RS13585) — YebC/PmpR family DNA-binding transcriptional regulator	70.09182337458262
RNA:GENE:EC_B36_GCF900622635:EW036_RS13590	EW036_RS13590	nudB	dihydroneopterin triphosphate diphosphatase		NZ_LR130545.1	2707969	2708421	-	reference GFF: annotation.gff	nudB (EW036_RS13590) — dihydroneopterin triphosphate diphosphatase	52.606977015804986
RNA:GENE:EC_B36_GCF900622635:EW036_RS13595	EW036_RS13595	aspS	aspartate--tRNA ligase		NZ_LR130545.1	2708414	2710186	-	reference GFF: annotation.gff	aspS (EW036_RS13595) — aspartate--tRNA ligase	82.08246868522417
RNA:GENE:EC_B36_GCF900622635:EW036_RS13600	EW036_RS13600	yecD	hydrolase		NZ_LR130545.1	2710496	2711062	+	reference GFF: annotation.gff	yecD (EW036_RS13600) — hydrolase	46.43627468535407
RNA:GENE:EC_B36_GCF900622635:EW036_RS13605	EW036_RS13605	yecE	DUF72 domain-containing protein		NZ_LR130545.1	2711059	2711877	+	reference GFF: annotation.gff	yecE (EW036_RS13605) — DUF72 domain-containing protein	37.83865448462667
RNA:GENE:EC_B36_GCF900622635:EW036_RS13610	EW036_RS13610	yecN	MAPEG family protein		NZ_LR130545.1	2711930	2712325	+	reference GFF: annotation.gff	yecN (EW036_RS13610) — MAPEG family protein	95.72859595989112
RNA:GENE:EC_B36_GCF900622635:EW036_RS13615	EW036_RS13615	cmoA	carboxy-S-adenosyl-L-methionine synthase CmoA		NZ_LR130545.1	2712366	2713109	+	reference GFF: annotation.gff	cmoA (EW036_RS13615) — carboxy-S-adenosyl-L-methionine synthase CmoA	33.06411458641646
RNA:GENE:EC_B36_GCF900622635:EW036_RS13620	EW036_RS13620	cmoB	tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB		NZ_LR130545.1	2713106	2714077	+	reference GFF: annotation.gff	cmoB (EW036_RS13620) — tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB	31.58598793606885
RNA:GENE:EC_B36_GCF900622635:EW036_RS13625	EW036_RS13625	torZ	trimethylamine N-oxide reductase TorZ		NZ_LR130545.1	2714113	2716542	-	reference GFF: annotation.gff	torZ (EW036_RS13625) — trimethylamine N-oxide reductase TorZ	0.7315690476585587
RNA:GENE:EC_B36_GCF900622635:EW036_RS13630	EW036_RS13630	torY	NapC/NirT family cytochrome c		NZ_LR130545.1	2716567	2717667	-	reference GFF: annotation.gff	torY (EW036_RS13630) — NapC/NirT family cytochrome c	1.0473306050874425
RNA:GENE:EC_B36_GCF900622635:EW036_RS13635	EW036_RS13635	cutC	copper homeostasis protein CutC		NZ_LR130545.1	2718055	2718801	-	reference GFF: annotation.gff	cutC (EW036_RS13635) — copper homeostasis protein CutC	450.23298602236275
RNA:GENE:EC_B36_GCF900622635:EW036_RS13640	EW036_RS13640	yecM	VOC family protein		NZ_LR130545.1	2718815	2719381	-	reference GFF: annotation.gff	yecM (EW036_RS13640) — VOC family protein	14.235938224707088
RNA:GENE:EC_B36_GCF900622635:EW036_RS13645	EW036_RS13645	argS	arginine--tRNA ligase		NZ_LR130545.1	2719597	2721330	+	reference GFF: annotation.gff	argS (EW036_RS13645) — arginine--tRNA ligase	25.463980332299375
RNA:GENE:EC_B36_GCF900622635:EW036_RS13650	EW036_RS13650	flhE	flagellar protein FlhE		NZ_LR130545.1	2721383	2721775	-	reference GFF: annotation.gff	flhE (EW036_RS13650) — flagellar protein FlhE	4.401187008401809
RNA:GENE:EC_B36_GCF900622635:EW036_RS13655	EW036_RS13655	flhA	flagellar biosynthesis protein FlhA		NZ_LR130545.1	2721775	2723853	-	reference GFF: annotation.gff	flhA (EW036_RS13655) — flagellar biosynthesis protein FlhA	4.344734393254759
RNA:GENE:EC_B36_GCF900622635:EW036_RS13660	EW036_RS13660	flhB	flagellar biosynthesis protein FlhB		NZ_LR130545.1	2723846	2724994	-	reference GFF: annotation.gff	flhB (EW036_RS13660) — flagellar biosynthesis protein FlhB	1.4217353448956818
RNA:GENE:EC_B36_GCF900622635:EW036_RS13665	EW036_RS13665	cheZ	protein phosphatase CheZ		NZ_LR130545.1	2725183	2725827	-	reference GFF: annotation.gff	cheZ (EW036_RS13665) — protein phosphatase CheZ	2.532672730674633
RNA:GENE:EC_B36_GCF900622635:EW036_RS13670	EW036_RS13670	cheY	chemotaxis response regulator CheY		NZ_LR130545.1	2725838	2726227	-	reference GFF: annotation.gff	cheY (EW036_RS13670) — chemotaxis response regulator CheY	4.3118466738295504
RNA:GENE:EC_B36_GCF900622635:EW036_RS13675	EW036_RS13675	cheB	protein-glutamate methylesterase/protein glutamine deamidase		NZ_LR130545.1	2726242	2727291	-	reference GFF: annotation.gff	cheB (EW036_RS13675) — protein-glutamate methylesterase/protein glutamine deamidase	0.8236507115723386
RNA:GENE:EC_B36_GCF900622635:EW036_RS13680	EW036_RS13680	cheR	protein-glutamate O-methyltransferase CheR		NZ_LR130545.1	2727294	2728154	-	reference GFF: annotation.gff	cheR (EW036_RS13680) — protein-glutamate O-methyltransferase CheR	1.1718607684972298
RNA:GENE:EC_B36_GCF900622635:EW036_RS13690	EW036_RS13690	tar	methyl-accepting chemotaxis protein II		NZ_LR130545.1	2728445	2730106	-	reference GFF: annotation.gff	tar (EW036_RS13690) — methyl-accepting chemotaxis protein II	0.8961702988928876
RNA:GENE:EC_B36_GCF900622635:EW036_RS13695	EW036_RS13695	cheW	chemotaxis protein CheW		NZ_LR130545.1	2730251	2730754	-	reference GFF: annotation.gff	cheW (EW036_RS13695) — chemotaxis protein CheW	1.6206090389733512
RNA:GENE:EC_B36_GCF900622635:EW036_RS13700	EW036_RS13700	cheA	chemotaxis protein CheA		NZ_LR130545.1	2730775	2732739	-	reference GFF: annotation.gff	cheA (EW036_RS13700) — chemotaxis protein CheA	0.8802374016803618
RNA:GENE:EC_B36_GCF900622635:EW036_RS13705	EW036_RS13705	motB	flagellar motor protein MotB		NZ_LR130545.1	2732744	2733670	-	reference GFF: annotation.gff	motB (EW036_RS13705) — flagellar motor protein MotB	1.399406548787954
RNA:GENE:EC_B36_GCF900622635:EW036_RS13710	EW036_RS13710	motA	flagellar motor stator protein MotA		NZ_LR130545.1	2733667	2734554	-	reference GFF: annotation.gff	motA (EW036_RS13710) — flagellar motor stator protein MotA	2.4888844700290265
RNA:GENE:EC_B36_GCF900622635:EW036_RS13715	EW036_RS13715	flhC	flagellar transcriptional regulator FlhC		NZ_LR130545.1	2734681	2735259	-	reference GFF: annotation.gff	flhC (EW036_RS13715) — flagellar transcriptional regulator FlhC	49.70592161230306
RNA:GENE:EC_B36_GCF900622635:EW036_RS13720	EW036_RS13720	flhD	flagellar transcriptional regulator FlhD		NZ_LR130545.1	2735262	2735612	-	reference GFF: annotation.gff	flhD (EW036_RS13720) — flagellar transcriptional regulator FlhD	90.06968607555062
RNA:GENE:EC_B36_GCF900622635:EW036_RS13725	EW036_RS13725	uspC	universal stress protein UspC		NZ_LR130545.1	2736392	2736820	+	reference GFF: annotation.gff	uspC (EW036_RS13725) — universal stress protein UspC	72.79741137634306
RNA:GENE:EC_B36_GCF900622635:EW036_RS13730	EW036_RS13730	otsA	alpha,alpha-trehalose-phosphate synthase		NZ_LR130545.1	2736827	2738251	-	reference GFF: annotation.gff	otsA (EW036_RS13730) — alpha,alpha-trehalose-phosphate synthase	40.122867996477076
RNA:GENE:EC_B36_GCF900622635:EW036_RS13735	EW036_RS13735	otsB	trehalose-phosphatase		NZ_LR130545.1	2738226	2739026	-	reference GFF: annotation.gff	otsB (EW036_RS13735) — trehalose-phosphatase	43.307643531903864
RNA:GENE:EC_B36_GCF900622635:EW036_RS13740	EW036_RS13740	araH	arabinose ABC transporter permease AraH		NZ_LR130545.1	2739193	2740179	-	reference GFF: annotation.gff	araH (EW036_RS13740) — arabinose ABC transporter permease AraH	3.212821924572952
RNA:GENE:EC_B36_GCF900622635:EW036_RS13745	EW036_RS13745	araG	arabinose ABC transporter ATP-binding protein AraG		NZ_LR130545.1	2740194	2741708	-	reference GFF: annotation.gff	araG (EW036_RS13745) — arabinose ABC transporter ATP-binding protein AraG	0.9831254368052667
RNA:GENE:EC_B36_GCF900622635:EW036_RS13750	EW036_RS13750	araF	arabinose ABC transporter substrate-binding protein AraF		NZ_LR130545.1	2741778	2742767	-	reference GFF: annotation.gff	araF (EW036_RS13750) — arabinose ABC transporter substrate-binding protein AraF	1.0191637592688028
RNA:GENE:EC_B36_GCF900622635:EW036_RS13755	EW036_RS13755	ftnB	non-heme ferritin-like protein		NZ_LR130545.1	2743562	2744065	+	reference GFF: annotation.gff	ftnB (EW036_RS13755) — non-heme ferritin-like protein	0.6673096042831448
RNA:GENE:EC_B36_GCF900622635:EW036_RS13760	EW036_RS13760	yecJ	DUF2766 family protein YecJ		NZ_LR130545.1	2744143	2744394	-	reference GFF: annotation.gff	yecJ (EW036_RS13760) — DUF2766 family protein YecJ	114.39593216282479
RNA:GENE:EC_B36_GCF900622635:EW036_RS13765	EW036_RS13765	azuC	stress response protein AzuC		NZ_LR130545.1	2744509	2744595	-	reference GFF: annotation.gff	azuC (EW036_RS13765) — stress response protein AzuC	451.1933351994449
RNA:GENE:EC_B36_GCF900622635:EW036_RS13770	EW036_RS13770	yecR	YecR-like lipofamily protein		NZ_LR130545.1	2744859	2745182	+	reference GFF: annotation.gff	yecR (EW036_RS13770) — YecR-like lipofamily protein	4.7453127415690295
RNA:GENE:EC_B36_GCF900622635:EW036_RS13775	EW036_RS13775	ftnA	non-heme ferritin		NZ_LR130545.1	2745354	2745851	+	reference GFF: annotation.gff	ftnA (EW036_RS13775) — non-heme ferritin	88.66373874740385
RNA:GENE:EC_B36_GCF900622635:EW036_RS13780	EW036_RS13780	yecH	YecH family metal-binding protein		NZ_LR130545.1	2745889	2746128	-	reference GFF: annotation.gff	yecH (EW036_RS13780) — YecH family metal-binding protein	85.2821674273859
RNA:GENE:EC_B36_GCF900622635:EW036_RS13785	EW036_RS13785	tyrP	tyrosine transporter TyrP		NZ_LR130545.1	2746319	2747530	+	reference GFF: annotation.gff	tyrP (EW036_RS13785) — tyrosine transporter TyrP	5.1931222669955615
RNA:GENE:EC_B36_GCF900622635:EW036_RS13790	EW036_RS13790	yecA	UPF0149 family protein YecA		NZ_LR130545.1	2747581	2748246	-	reference GFF: annotation.gff	yecA (EW036_RS13790) — UPF0149 family protein YecA	171.26410816953359
RNA:GENE:EC_B36_GCF900622635:EW036_RS13795	EW036_RS13795		hypothetical protein		NZ_LR130545.1	2748718	2749137	-	reference GFF: annotation.gff	EW036_RS13795 — hypothetical protein	270.2031917685922
RNA:GENE:EC_B36_GCF900622635:EW036_RS13800	EW036_RS13800		hypothetical protein		NZ_LR130545.1	2749575	2750348	-	reference GFF: annotation.gff	EW036_RS13800 — hypothetical protein	0.9311296803950857
RNA:GENE:EC_B36_GCF900622635:EW036_RS13805	EW036_RS13805		tail protein X		NZ_LR130545.1	2750352	2750564	-	reference GFF: annotation.gff	EW036_RS13805 — tail protein X	1.3534166622080683
RNA:GENE:EC_B36_GCF900622635:EW036_RS13810	EW036_RS13810		phage tail protein		NZ_LR130545.1	2750738	2751160	-	reference GFF: annotation.gff	EW036_RS13810 — phage tail protein	5.111307607275151
RNA:GENE:EC_B36_GCF900622635:EW036_RS13815	EW036_RS13815		hypothetical protein		NZ_LR130545.1	2751163	2752803	-	reference GFF: annotation.gff	EW036_RS13815 — hypothetical protein	0.9661959901138037
RNA:GENE:EC_B36_GCF900622635:EW036_RS13820	EW036_RS13820		phage tail assembly protein		NZ_LR130545.1	2752912	2753193	-	reference GFF: annotation.gff	EW036_RS13820 — phage tail assembly protein	0.0
RNA:GENE:EC_B36_GCF900622635:EW036_RS13825	EW036_RS13825		phage major tail tube protein		NZ_LR130545.1	2753206	2753718	-	reference GFF: annotation.gff	EW036_RS13825 — phage major tail tube protein	1.1238898598452964
RNA:GENE:EC_B36_GCF900622635:EW036_RS13830	EW036_RS13830		phage tail sheath C-terminal domain-containing protein		NZ_LR130545.1	2753736	2755238	-	reference GFF: annotation.gff	EW036_RS13830 — phage tail sheath C-terminal domain-containing protein	1.5344125032618419
RNA:GENE:EC_B36_GCF900622635:EW036_RS13835	EW036_RS13835		hypothetical protein		NZ_LR130545.1	2755235	2755624	-	reference GFF: annotation.gff	EW036_RS13835 — hypothetical protein	1.2319561925227287
RNA:GENE:EC_B36_GCF900622635:EW036_RS13840	EW036_RS13840		phage tail protein		NZ_LR130545.1	2755624	2756808	-	reference GFF: annotation.gff	EW036_RS13840 — phage tail protein	0.9325440545931541
RNA:GENE:EC_B36_GCF900622635:EW036_RS13845	EW036_RS13845		phage tail protein I		NZ_LR130545.1	2756801	2757427	-	reference GFF: annotation.gff	EW036_RS13845 — phage tail protein I	0.4597731244821667
RNA:GENE:EC_B36_GCF900622635:EW036_RS13850	EW036_RS13850		baseplate assembly protein		NZ_LR130545.1	2757430	2758350	-	reference GFF: annotation.gff	EW036_RS13850 — baseplate assembly protein	0.521675260677377
RNA:GENE:EC_B36_GCF900622635:EW036_RS13855	EW036_RS13855		GPW/gp25 family protein		NZ_LR130545.1	2758347	2758688	-	reference GFF: annotation.gff	EW036_RS13855 — GPW/gp25 family protein	0.28097246496132405
RNA:GENE:EC_B36_GCF900622635:EW036_RS13860	EW036_RS13860		phage baseplate assembly protein V		NZ_LR130545.1	2758691	2759608	-	reference GFF: annotation.gff	EW036_RS13860 — phage baseplate assembly protein V	1.1514361799395438
RNA:GENE:EC_B36_GCF900622635:EW036_RS13865	EW036_RS13865		hypothetical protein		NZ_LR130545.1	2759574	2760110	-	reference GFF: annotation.gff	EW036_RS13865 — hypothetical protein	1.1631318242253694
RNA:GENE:EC_B36_GCF900622635:EW036_RS13870	EW036_RS13870		hypothetical protein		NZ_LR130545.1	2760107	2760787	-	reference GFF: annotation.gff	EW036_RS13870 — hypothetical protein	0.846630687372448
RNA:GENE:EC_B36_GCF900622635:EW036_RS13875	EW036_RS13875		head-tail joining protein		NZ_LR130545.1	2760819	2761199	-	reference GFF: annotation.gff	EW036_RS13875 — head-tail joining protein	1.8915862798577334
RNA:GENE:EC_B36_GCF900622635:EW036_RS13880	EW036_RS13880	gpFI	DNA-packaging protein FI		NZ_LR130545.1	2761196	2761615	-	reference GFF: annotation.gff	gpFI (EW036_RS13880) — DNA-packaging protein FI	1.0295633894654233
RNA:GENE:EC_B36_GCF900622635:EW036_RS13885	EW036_RS13885		major capsid protein		NZ_LR130545.1	2761650	2762684	-	reference GFF: annotation.gff	EW036_RS13885 — major capsid protein	0.9748522914745071
RNA:GENE:EC_B36_GCF900622635:EW036_RS13890	EW036_RS13890		head decoration protein		NZ_LR130545.1	2762743	2763072	-	reference GFF: annotation.gff	EW036_RS13890 — head decoration protein	6.260577378365502
RNA:GENE:EC_B36_GCF900622635:EW036_RS13895	EW036_RS13895		S49 family peptidase		NZ_LR130545.1	2763072	2764379	-	reference GFF: annotation.gff	EW036_RS13895 — S49 family peptidase	3.930392348163109
RNA:GENE:EC_B36_GCF900622635:EW036_RS13900	EW036_RS13900		phage portal protein		NZ_LR130545.1	2764379	2765953	-	reference GFF: annotation.gff	EW036_RS13900 — phage portal protein	4.636848450333166
RNA:GENE:EC_B36_GCF900622635:EW036_RS13905	EW036_RS13905	gpW	gpW family head-tail joining protein		NZ_LR130545.1	2765950	2766183	-	reference GFF: annotation.gff	gpW (EW036_RS13905) — gpW family head-tail joining protein	3.285216513393943
RNA:GENE:EC_B36_GCF900622635:EW036_RS13910	EW036_RS13910		phage terminase large subunit family protein		NZ_LR130545.1	2766183	2768045	-	reference GFF: annotation.gff	EW036_RS13910 — phage terminase large subunit family protein	6.241117844889701
RNA:GENE:EC_B36_GCF900622635:EW036_RS13920	EW036_RS13920		hypothetical protein		NZ_LR130545.1	2768952	2769212	+	reference GFF: annotation.gff	EW036_RS13920 — hypothetical protein	35.1603129429188
RNA:GENE:EC_B36_GCF900622635:EW036_RS13925	EW036_RS13925		hypothetical protein		NZ_LR130545.1	2769272	2769466	-	reference GFF: annotation.gff	EW036_RS13925 — hypothetical protein	3.203086100559095
RNA:GENE:EC_B36_GCF900622635:EW036_RS13930	EW036_RS13930		TIGR02594 family protein		NZ_LR130545.1	2769474	2769953	-	reference GFF: annotation.gff	EW036_RS13930 — TIGR02594 family protein	2.402314575419321
RNA:GENE:EC_B36_GCF900622635:EW036_RS13935	EW036_RS13935		phage holin family protein		NZ_LR130545.1	2769953	2770225	-	reference GFF: annotation.gff	EW036_RS13935 — phage holin family protein	1.5839436761006511
RNA:GENE:EC_B36_GCF900622635:EW036_RS13940	EW036_RS13940		putative holin		NZ_LR130545.1	2770225	2770608	-	reference GFF: annotation.gff	EW036_RS13940 — putative holin	2.6275315668648824
RNA:GENE:EC_B36_GCF900622635:EW036_RS13945	EW036_RS13945		bacteriophage antitermination protein Q		NZ_LR130545.1	2770721	2771392	-	reference GFF: annotation.gff	EW036_RS13945 — bacteriophage antitermination protein Q	2.931395761672386
RNA:GENE:EC_B36_GCF900622635:EW036_RS13950	EW036_RS13950		DUF1364 domain-containing protein		NZ_LR130545.1	2771392	2771685	-	reference GFF: annotation.gff	EW036_RS13950 — DUF1364 domain-containing protein	3.4318779648847446
RNA:GENE:EC_B36_GCF900622635:EW036_RS13955	EW036_RS13955		DUF1367 family protein		NZ_LR130545.1	2771682	2772278	-	reference GFF: annotation.gff	EW036_RS13955 — DUF1367 family protein	15.130155449877133
RNA:GENE:EC_B36_GCF900622635:EW036_RS13960	EW036_RS13960		hypothetical protein		NZ_LR130545.1	2772356	2772535	-	reference GFF: annotation.gff	EW036_RS13960 — hypothetical protein	9.876182143390544
RNA:GENE:EC_B36_GCF900622635:EW036_RS13965	EW036_RS13965		hypothetical protein		NZ_LR130545.1	2772687	2773328	-	reference GFF: annotation.gff	EW036_RS13965 — hypothetical protein	0.7483846029343678
RNA:GENE:EC_B36_GCF900622635:EW036_RS13970	EW036_RS13970		hypothetical protein		NZ_LR130545.1	2773572	2773805	+	reference GFF: annotation.gff	EW036_RS13970 — hypothetical protein	16.83673463114396
RNA:GENE:EC_B36_GCF900622635:EW036_RS13975	EW036_RS13975		ImmA/IrrE family metallo-endopeptidase		NZ_LR130545.1	2774204	2774692	+	reference GFF: annotation.gff	EW036_RS13975 — ImmA/IrrE family metallo-endopeptidase	141.87902850329243
RNA:GENE:EC_B36_GCF900622635:EW036_RS13980	EW036_RS13980		hypothetical protein		NZ_LR130545.1	2774702	2775307	+	reference GFF: annotation.gff	EW036_RS13980 — hypothetical protein	87.92629914653556
RNA:GENE:EC_B36_GCF900622635:EW036_RS13985	EW036_RS13985		hypothetical protein		NZ_LR130545.1	2775770	2776468	-	reference GFF: annotation.gff	EW036_RS13985 — hypothetical protein	68.73575323088187
RNA:GENE:EC_B36_GCF900622635:EW036_RS13990	EW036_RS13990		lysozyme inhibitor LprI family protein		NZ_LR130545.1	2777656	2778579	+	reference GFF: annotation.gff	EW036_RS13990 — lysozyme inhibitor LprI family protein	142.6829262976324
RNA:GENE:EC_B36_GCF900622635:EW036_RS13995	EW036_RS13995		ORF6N domain-containing protein		NZ_LR130545.1	2778754	2779542	-	reference GFF: annotation.gff	EW036_RS13995 — ORF6N domain-containing protein	5.297880052255537
RNA:GENE:EC_B36_GCF900622635:EW036_RS14005	EW036_RS14005		hypothetical protein		NZ_LR130545.1	2780224	2780448	-	reference GFF: annotation.gff	EW036_RS14005 — hypothetical protein	2.135390733706063
RNA:GENE:EC_B36_GCF900622635:EW036_RS14010	EW036_RS14010		hypothetical protein		NZ_LR130545.1	2780445	2780756	-	reference GFF: annotation.gff	EW036_RS14010 — hypothetical protein	1.231956192522729
RNA:GENE:EC_B36_GCF900622635:EW036_RS14015	EW036_RS14015		hypothetical protein		NZ_LR130545.1	2780753	2780989	-	reference GFF: annotation.gff	EW036_RS14015 — hypothetical protein	1.2163618103388967
RNA:GENE:EC_B36_GCF900622635:EW036_RS14020	EW036_RS14020		hypothetical protein		NZ_LR130545.1	2780991	2781401	-	reference GFF: annotation.gff	EW036_RS14020 — hypothetical protein	1.6366133360520922
RNA:GENE:EC_B36_GCF900622635:EW036_RS14025	EW036_RS14025		replicative DNA helicase		NZ_LR130545.1	2781440	2782855	-	reference GFF: annotation.gff	EW036_RS14025 — replicative DNA helicase	2.578755758924695
RNA:GENE:EC_B36_GCF900622635:EW036_RS14030	EW036_RS14030		hypothetical protein		NZ_LR130545.1	2782845	2783600	-	reference GFF: annotation.gff	EW036_RS14030 — hypothetical protein	0.3177664782300689
RNA:GENE:EC_B36_GCF900622635:EW036_RS14035	EW036_RS14035		hypothetical protein		NZ_LR130545.1	2783597	2783821	-	reference GFF: annotation.gff	EW036_RS14035 — hypothetical protein	0.0
RNA:GENE:EC_B36_GCF900622635:EW036_RS14040	EW036_RS14040		toxin YdaT family protein		NZ_LR130545.1	2783861	2784337	-	reference GFF: annotation.gff	EW036_RS14040 — toxin YdaT family protein	0.302177934015009
RNA:GENE:EC_B36_GCF900622635:EW036_RS14045	EW036_RS14045		transcriptional regulator		NZ_LR130545.1	2784396	2784626	-	reference GFF: annotation.gff	EW036_RS14045 — transcriptional regulator	1.0399630196620437
RNA:GENE:EC_B36_GCF900622635:EW036_RS14050	EW036_RS14050		helix-turn-helix domain-containing protein		NZ_LR130545.1	2784746	2785138	+	reference GFF: annotation.gff	EW036_RS14050 — helix-turn-helix domain-containing protein	122.37744987250586
RNA:GENE:EC_B36_GCF900622635:EW036_RS14055	EW036_RS14055		hypothetical protein		NZ_LR130545.1	2786149	2786469	+	reference GFF: annotation.gff	EW036_RS14055 — hypothetical protein	1.047738444108115
RNA:GENE:EC_B36_GCF900622635:EW036_RS14060	EW036_RS14060		hypothetical protein		NZ_LR130545.1	2786500	2788716	+	reference GFF: annotation.gff	EW036_RS14060 — hypothetical protein	1.4303361477462804
RNA:GENE:EC_B36_GCF900622635:EW036_RS14065	EW036_RS14065		siphovirus Gp157 family protein		NZ_LR130545.1	2788713	2789282	+	reference GFF: annotation.gff	EW036_RS14065 — siphovirus Gp157 family protein	3.7088365374894785
RNA:GENE:EC_B36_GCF900622635:EW036_RS14070	EW036_RS14070		hypothetical protein		NZ_LR130545.1	2789282	2789464	+	reference GFF: annotation.gff	EW036_RS14070 — hypothetical protein	4.988412779559246
RNA:GENE:EC_B36_GCF900622635:EW036_RS14080	EW036_RS14080		DUF4224 domain-containing protein		NZ_LR130545.1	2789674	2789937	+	reference GFF: annotation.gff	EW036_RS14080 — DUF4224 domain-containing protein	2.183922341290292
RNA:GENE:EC_B36_GCF900622635:EW036_RS14085	EW036_RS14085		tyrosine-type recombinase/integrase		NZ_LR130545.1	2789906	2790922	+	reference GFF: annotation.gff	EW036_RS14085 — tyrosine-type recombinase/integrase	3.68496631037772
RNA:GENE:EC_B36_GCF900622635:EW036_RS14105	EW036_RS14105	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase		NZ_LR130545.1	2791506	2792054	-	reference GFF: annotation.gff	pgsA (EW036_RS14105) — CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	81.65244076015397
RNA:GENE:EC_B36_GCF900622635:EW036_RS14110	EW036_RS14110	uvrC	excinuclease ABC subunit UvrC		NZ_LR130545.1	2792111	2793943	-	reference GFF: annotation.gff	uvrC (EW036_RS14110) — excinuclease ABC subunit UvrC	91.87247776153541
RNA:GENE:EC_B36_GCF900622635:EW036_RS14115	EW036_RS14115	uvrY	UvrY/SirA/GacA family response regulator transcription factor		NZ_LR130545.1	2793940	2794596	-	reference GFF: annotation.gff	uvrY (EW036_RS14115) — UvrY/SirA/GacA family response regulator transcription factor	197.08486394992602
RNA:GENE:EC_B36_GCF900622635:EW036_RS14120	EW036_RS14120	yecU	protein YecU		NZ_LR130545.1	2794892	2795068	+	reference GFF: annotation.gff	yecU (EW036_RS14120) — protein YecU	0.8143439238709563
