feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000070491.1	WP_000070491.1	EW036_RS10485	narL	two-component system response regulator NarL	0.0004998375	narL — two-component system response regulator NarL	search FASTA description + reference GFF	30.92481201244132
PROT:WP_000070621.1	WP_000070621.1	EW036_RS08145	elaB	stress response protein ElaB	0.0004998375	elaB — stress response protein ElaB	search FASTA description + reference GFF	32.227235708495854
PROT:WP_000071137.1	WP_000071137.1	EW036_RS03120	glmM	phosphoglucosamine mutase	0.0004998375	glmM — phosphoglucosamine mutase	search FASTA description + reference GFF	31.499319133908067
PROT:WP_000072072.1	WP_000072072.1	EW036_RS00020	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	0.0004998375	gyrB — DNA topoisomerase (ATP-hydrolyzing) subunit B	search FASTA description + reference GFF	32.587505185764606
PROT:WP_000072165.1	WP_000072165.1	EW036_RS16630		tail fiber assembly protein	0.0004998375	EW036_RS16630 — tail fiber assembly protein	search FASTA description + reference GFF	23.459680292562474
PROT:WP_000072187.1	WP_000072187.1	EW036_RS03340	agaR	aga operon transcriptional regulator AgaR	0.00063156843	agaR — aga operon transcriptional regulator AgaR	search FASTA description + reference GFF	24.442432884731986
PROT:WP_000073605.1	WP_000073605.1	EW036_RS01790	ugpQ	glycerophosphodiester phosphodiesterase	0.0004998375	ugpQ — glycerophosphodiester phosphodiesterase	search FASTA description + reference GFF	29.26760881233602
PROT:WP_000074221.1	WP_000074221.1	EW036_RS18680	cusC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	0.0004998375	cusC — Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	search FASTA description + reference GFF	28.89745821535229
PROT:WP_000074527.1	WP_000074527.1	EW036_RS08045	alaA	alanine transaminase AlaA	0.0004998375	alaA — alanine transaminase AlaA	search FASTA description + reference GFF	28.91150871782269
PROT:WP_000074796.1	WP_000074796.1	EW036_RS02905	nanR	transcriptional regulator NanR	0.0004998375	nanR — transcriptional regulator NanR	search FASTA description + reference GFF	26.69924959036146
PROT:WP_000075392.1	WP_000075392.1	EW036_RS11390	ycjW	LacI family DNA-binding transcriptional regulator	0.0004998375	ycjW — LacI family DNA-binding transcriptional regulator	search FASTA description + reference GFF	24.71954551498133
PROT:WP_000076322.1	WP_000076322.1	EW036_RS23020	rnr	ribonuclease R	0.0004998375	rnr — ribonuclease R	search FASTA description + reference GFF	32.523191699146835
PROT:WP_000077041.1	WP_000077041.1	EW036_RS16995	ftsK	DNA translocase FtsK	0.0004998375	ftsK — DNA translocase FtsK	search FASTA description + reference GFF	26.85719405031192
PROT:WP_000077275.1	WP_000077275.1	EW036_RS11815	yddH	flavin reductase family protein	0.0004998375	yddH — flavin reductase family protein	search FASTA description + reference GFF	25.199562734435126
PROT:WP_000078061.1	WP_000078061.1	EW036_RS25655	yieH	6-phosphogluconate phosphatase	0.0004998375	yieH — 6-phosphogluconate phosphatase	search FASTA description + reference GFF	27.435090346677995
PROT:WP_000078193.1	WP_000078193.1	EW036_RS23660	acs	acetate--CoA ligase	0.0004998375	acs — acetate--CoA ligase	search FASTA description + reference GFF	32.23759769539735
PROT:WP_000079111.1	WP_000079111.1	EW036_RS06660	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	0.0004998375	rluD — 23S rRNA pseudouridine(1911/1915/1917) synthase RluD	search FASTA description + reference GFF	30.07627027555298
PROT:WP_000079537.1	WP_000079537.1	EW036_RS15905	yohF	SDR family oxidoreductase	0.0004998375	yohF — SDR family oxidoreductase	search FASTA description + reference GFF	29.055302964771226
PROT:WP_000079759.1	WP_000079759.1	EW036_RS14165		flagellin FliC	0.0004998375	EW036_RS14165 — flagellin FliC	search FASTA description + reference GFF	30.843480214187576
PROT:WP_000080057.1	WP_000080057.1	EW036_RS15345	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	0.0004998375	hisB — bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	search FASTA description + reference GFF	28.982843121485605
PROT:WP_000080885.1	WP_000080885.1	EW036_RS17530	moaC	cyclic pyranopterin monophosphate synthase MoaC	0.0004998375	moaC — cyclic pyranopterin monophosphate synthase MoaC	search FASTA description + reference GFF	27.863748316339105
PROT:WP_000081550.1	WP_000081550.1	EW036_RS06070	rpoS	RNA polymerase sigma factor RpoS	0.0005123118	rpoS — RNA polymerase sigma factor RpoS	search FASTA description + reference GFF	24.51739120209421
PROT:WP_000081656.1	WP_000081656.1	EW036_RS02935	gltD	glutamate synthase subunit GltD	0.0004998375	gltD — glutamate synthase subunit GltD	search FASTA description + reference GFF	30.28137043594969
PROT:WP_000081885.1	WP_000081885.1	EW036_RS01930	malP	maltodextrin phosphorylase	0.0004998375	malP — maltodextrin phosphorylase	search FASTA description + reference GFF	32.49660927895968
PROT:WP_000082031.1	WP_000082031.1	EW036_RS12995	astC	succinylornithine/acetylornithine transaminase	0.0004998375	astC — succinylornithine/acetylornithine transaminase	search FASTA description + reference GFF	28.01015219264624
PROT:WP_000082127.1	WP_000082127.1	EW036_RS13760	yecJ	DUF2766 family protein YecJ	0.0004998375	yecJ — DUF2766 family protein YecJ	search FASTA description + reference GFF	27.498047864804136
PROT:WP_000082935.1	WP_000082935.1	EW036_RS06710	patZ	peptidyl-lysine N-acetyltransferase PatZ	0.0004998375	patZ — peptidyl-lysine N-acetyltransferase PatZ	search FASTA description + reference GFF	28.88918482437527
PROT:WP_000083065.1	WP_000083065.1	EW036_RS04055	hybC	hydrogenase 2 large subunit	0.0004998375	hybC — hydrogenase 2 large subunit	search FASTA description + reference GFF	31.1193060488814
PROT:WP_000083216.1	WP_000083216.1	EW036_RS23525	alsR	MurR/RpiR family transcriptional regulator	0.00072487234	alsR — MurR/RpiR family transcriptional regulator	search FASTA description + reference GFF	23.971161354838472
PROT:WP_000083886.1	WP_000083886.1	EW036_RS04185	glcB	malate synthase G	0.0004998375	glcB — malate synthase G	search FASTA description + reference GFF	32.971107312634174
PROT:WP_000083947.1	WP_000083947.1	EW036_RS18960	copA	copper-exporting P-type ATPase CopA	0.0004998375	copA — copper-exporting P-type ATPase CopA	search FASTA description + reference GFF	32.12928017695107
PROT:WP_000084021.1	WP_000084021.1	EW036_RS01605		PTS sugar transporter subunit IIB	0.0004998375	EW036_RS01605 — PTS sugar transporter subunit IIB	search FASTA description + reference GFF	26.07534914918935
PROT:WP_000084213.1	WP_000084213.1	EW036_RS16575		phage tail assembly protein	0.0004998375	EW036_RS16575 — phage tail assembly protein	search FASTA description + reference GFF	24.828060260097907
PROT:WP_000084387.1	WP_000084387.1	EW036_RS11410	tpx	thiol peroxidase	0.0004998375	tpx — thiol peroxidase	search FASTA description + reference GFF	32.66771968035208
PROT:WP_000084467.1	WP_000084467.1	EW036_RS18190	ybeY	rRNA maturation RNase YbeY	0.0004998375	ybeY — rRNA maturation RNase YbeY	search FASTA description + reference GFF	29.216225354369364
PROT:WP_000084590.1	WP_000084590.1	EW036_RS07375	yfeX	porphyrinogen peroxidase	0.0004998375	yfeX — porphyrinogen peroxidase	search FASTA description + reference GFF	30.802676076568837
PROT:WP_000084639.1	WP_000084639.1	EW036_RS17535	moaB	molybdenum cofactor biosynthesis protein B	0.0004998375	moaB — molybdenum cofactor biosynthesis protein B	search FASTA description + reference GFF	29.633897895062542
PROT:WP_000084677.1	WP_000084677.1	EW036_RS01235	dppC	dipeptide ABC transporter permease DppC	0.0050879805	dppC — dipeptide ABC transporter permease DppC	search FASTA description + reference GFF	29.912973417000543
PROT:WP_000084762.1	WP_000084762.1	EW036_RS02170	nirD	nitrite reductase small subunit NirD	0.0004998375	nirD — nitrite reductase small subunit NirD	search FASTA description + reference GFF	29.190854977960345
PROT:WP_000086709.1	WP_000086709.1	EW036_RS08010	pta	phosphate acetyltransferase	0.0004998375	pta — phosphate acetyltransferase	search FASTA description + reference GFF	34.797907343912584
PROT:WP_000087313.1	WP_000087313.1	EW036_RS07250	tkt	transketolase	0.0004998375	tkt — transketolase	search FASTA description + reference GFF	33.92526995012699
PROT:WP_000089583.1	WP_000089583.1	EW036_RS01475	chuA	TonB-dependent heme/hemoglobin receptor ChuA/ShuA	0.00051511824	chuA — TonB-dependent heme/hemoglobin receptor ChuA/ShuA	search FASTA description + reference GFF	24.111711449187855
PROT:WP_000089698.1	WP_000089698.1	EW036_RS03170	truB	tRNA pseudouridine(55) synthase TruB	0.0004998375	truB — tRNA pseudouridine(55) synthase TruB	search FASTA description + reference GFF	25.28547552012048
PROT:WP_000090178.1	WP_000090178.1	EW036_RS17295	gsiB	glutathione ABC transporter substrate-binding protein GsiB	0.0004998375	gsiB — glutathione ABC transporter substrate-binding protein GsiB	search FASTA description + reference GFF	29.12373031657117
PROT:WP_000090775.1	WP_000090775.1	EW036_RS02515	rpsM	30S ribosomal protein S13	0.0004998375	rpsM — 30S ribosomal protein S13	search FASTA description + reference GFF	34.1662965168339
PROT:WP_000091016.1	WP_000091016.1	EW036_RS17355	mntR	manganese-binding transcriptional regulator MntR	0.0004998375	mntR — manganese-binding transcriptional regulator MntR	search FASTA description + reference GFF	25.79439316887062
PROT:WP_000091149.1	WP_000091149.1	EW036_RS13525	pyk	pyruvate kinase	0.0004998375	pyk — pyruvate kinase	search FASTA description + reference GFF	34.07327578308793
PROT:WP_000091466.1	WP_000091466.1	EW036_RS02275	yheO	helix-turn-helix transcriptional regulator	0.0004998375	yheO — helix-turn-helix transcriptional regulator	search FASTA description + reference GFF	28.389893736816266
PROT:WP_000091700.1	WP_000091700.1	EW036_RS04835	yggX	oxidative damage protection protein	0.0004998375	yggX — oxidative damage protection protein	search FASTA description + reference GFF	30.41693386599783
PROT:WP_000091945.1	WP_000091945.1	EW036_RS02480	rplF	50S ribosomal protein L6	0.0004998375	rplF — 50S ribosomal protein L6	search FASTA description + reference GFF	35.33265969389833
PROT:WP_000091955.1	WP_000091955.1	EW036_RS00760	rpmB	50S ribosomal protein L28	0.0004998375	rpmB — 50S ribosomal protein L28	search FASTA description + reference GFF	32.55076258699977
PROT:WP_000092069.1	WP_000092069.1	EW036_RS19505	yaiW	surface-exposed outer membrane lipoprotein YaiW	0.0004998375	yaiW — surface-exposed outer membrane lipoprotein YaiW	search FASTA description + reference GFF	27.393981446118296
PROT:WP_000093245.1	WP_000093245.1	EW036_RS00960	mtlA	PTS mannitol transporter subunit IICBA	0.0004998375	mtlA — PTS mannitol transporter subunit IICBA	search FASTA description + reference GFF	31.00650052635573
PROT:WP_000093582.1	WP_000093582.1	EW036_RS12520	nemA	N-ethylmaleimide reductase	0.0004998375	nemA — N-ethylmaleimide reductase	search FASTA description + reference GFF	25.67111586494412
PROT:WP_000093834.1	WP_000093834.1	EW036_RS21565	nadR	multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	0.0004998375	nadR — multifunctional transcriptional regulator/nicotinamide-nucleotide adenylyltransferase/ribosylnicotinamide kinase NadR	search FASTA description + reference GFF	27.25940738874246
PROT:WP_000095204.1	WP_000095204.1	EW036_RS03965	ygiQ	YgiQ family radical SAM protein	0.0047912947	ygiQ — YgiQ family radical SAM protein	search FASTA description + reference GFF	22.680423096377357
PROT:WP_000095707.1	WP_000095707.1	EW036_RS08015	ackA	acetate kinase	0.0004998375	ackA — acetate kinase	search FASTA description + reference GFF	33.6680015640167
PROT:WP_000095786.1	WP_000095786.1	EW036_RS10300		hypothetical protein	0.0004998375	EW036_RS10300 — hypothetical protein	search FASTA description + reference GFF	28.29082113556587
PROT:WP_000095941.1	WP_000095941.1	EW036_RS24035	metH	methionine synthase	0.0004998375	metH — methionine synthase	search FASTA description + reference GFF	27.85621371326331
PROT:WP_000096093.1	WP_000096093.1	EW036_RS03475	yqjK	YqjK-like family protein	0.0004998375	yqjK — YqjK-like family protein	search FASTA description + reference GFF	27.30557972699976
PROT:WP_000096640.1	WP_000096640.1	EW036_RS07430	pdxK	pyridoxine/pyridoxal/pyridoxamine kinase	0.0004998375	pdxK — pyridoxine/pyridoxal/pyridoxamine kinase	search FASTA description + reference GFF	22.992499788174324
PROT:WP_000096765.1	WP_000096765.1	EW036_RS18535	wzz(fepE)	LPS O-antigen length regulator Wzz(fepE)	0.008628614	wzz(fepE) — LPS O-antigen length regulator Wzz(fepE)	search FASTA description + reference GFF	27.1285177977912
PROT:WP_000097409.1	WP_000097409.1	EW036_RS15885	dld	D-lactate dehydrogenase	0.0004998375	dld — D-lactate dehydrogenase	search FASTA description + reference GFF	29.45358763362932
PROT:WP_000097576.1	WP_000097576.1	EW036_RS17735	cpoB	cell division protein CpoB	0.0004998375	cpoB — cell division protein CpoB	search FASTA description + reference GFF	30.122265793006893
PROT:WP_000097823.1	WP_000097823.1	EW036_RS11605	pdxI	pyridoxine 4-dehydrogenase	0.0004998375	pdxI — pyridoxine 4-dehydrogenase	search FASTA description + reference GFF	30.96942601357146
PROT:WP_000098246.1	WP_000098246.1	EW036_RS05855	gudD	glucarate dehydratase	0.0004998375	gudD — glucarate dehydratase	search FASTA description + reference GFF	29.374927184120548
PROT:WP_000098615.1	WP_000098615.1	EW036_RS04990	tkt	transketolase	0.0004998375	tkt — transketolase	search FASTA description + reference GFF	33.66818653757527
PROT:WP_000098818.1	WP_000098818.1	EW036_RS21715	dnaT	primosomal protein DnaT	0.0004998375	dnaT — primosomal protein DnaT	search FASTA description + reference GFF	25.450383118659072
PROT:WP_000098896.1	WP_000098896.1	EW036_RS12585	cfa	cyclopropane fatty acyl phospholipid synthase	0.0004998375	cfa — cyclopropane fatty acyl phospholipid synthase	search FASTA description + reference GFF	27.89896968546649
PROT:WP_000099483.1	WP_000099483.1	EW036_RS11170	acnA	aconitate hydratase AcnA	0.0004998375	acnA — aconitate hydratase AcnA	search FASTA description + reference GFF	35.9859387387944
PROT:WP_000099866.1	WP_000099866.1	EW036_RS17825	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	0.0004998375	odhB — 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	search FASTA description + reference GFF	34.93863844694158
PROT:WP_000100405.1	WP_000100405.1	EW036_RS05820	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	0.0004998375	queF — NADPH-dependent 7-cyano-7-deazaguanine reductase QueF	search FASTA description + reference GFF	28.898349666619712
PROT:WP_000100751.1	WP_000100751.1	EW036_RS10665	yciA	acyl-CoA thioester hydrolase YciA	0.0004998375	yciA — acyl-CoA thioester hydrolase YciA	search FASTA description + reference GFF	25.740273136297876
PROT:WP_000100800.1	WP_000100800.1	EW036_RS17385	dps	DNA starvation/stationary phase protection protein Dps	0.0004998375	dps — DNA starvation/stationary phase protection protein Dps	search FASTA description + reference GFF	37.48852181751458
PROT:WP_000101055.1	WP_000101055.1	EW036_RS10080	minD	septum site-determining protein MinD	0.0004998375	minD — septum site-determining protein MinD	search FASTA description + reference GFF	32.64612563745612
PROT:WP_000102319.1	WP_000102319.1	EW036_RS25490	kup	low affinity potassium transporter Kup	0.0021525156	kup — low affinity potassium transporter Kup	search FASTA description + reference GFF	24.0997460487704
PROT:WP_000102485.1	WP_000102485.1	EW036_RS20860	lpdA	dihydrolipoyl dehydrogenase	0.0004998375	lpdA — dihydrolipoyl dehydrogenase	search FASTA description + reference GFF	35.66728358767222
PROT:WP_000103571.1	WP_000103571.1	EW036_RS01245	dppF	dipeptide ABC transporter ATP-binding subunit DppF	0.0004998375	dppF — dipeptide ABC transporter ATP-binding subunit DppF	search FASTA description + reference GFF	23.64602240656827
PROT:WP_000103687.1	WP_000103687.1	EW036_RS10725		LexA family protein	0.0004998375	EW036_RS10725 — LexA family protein	search FASTA description + reference GFF	26.621039558443883
PROT:WP_000103754.1	WP_000103754.1	EW036_RS09430	acpP	acyl carrier protein	0.0004998375	acpP — acyl carrier protein	search FASTA description + reference GFF	33.824115868737934
